IDX,X,Y,TYPE,SPEED,DIRTYPE,DIRECTION
1003,9.835810,53.601260,2,50,0,0
1004,9.456277,53.093199,2,70,0,0
1005,8.929905,53.029196,2,120,0,0
1006,13.016446,52.583743,2,50,0,0
1007,13.013967,52.582654,2,50,0,0
1008,9.936034,53.578722,2,50,0,0
1009,9.936155,53.578816,2,50,0,0
1010,10.019051,53.544406,2,60,0,0
1011,10.111076,53.596018,2,50,0,0
1012,10.110986,53.596039,2,50,0,0
1013,10.080749,53.560090,2,50,0,0
1014,10.021102,53.543870,2,60,0,0
1015,10.085531,53.627063,2,50,0,0
1016,13.282382,52.533693,2,50,0,0
1017,13.710004,53.887949,2,60,0,0
1018,11.437058,53.598289,2,50,0,0
1019,9.906325,53.513568,2,50,0,0
1020,9.905445,53.513595,2,50,0,0
1021,13.070500,52.402544,2,50,0,0
1022,13.358131,52.553822,2,50,0,0
1023,10.133691,54.338912,2,30,0,0
1024,12.724596,54.079213,2,50,0,0
1025,10.012012,53.599726,2,50,0,0
1026,12.726040,54.079164,2,50,0,0
1027,10.070724,53.573288,2,50,0,0
1028,11.173309,52.941491,2,70,0,0
1029,9.799857,52.445253,2,50,0,0
1030,13.737241,52.556149,2,70,0,0
1031,12.777021,52.481612,2,50,0,0
1032,11.067716,53.089740,2,50,0,0
1033,10.049810,53.697173,2,50,0,0
1034,10.004539,53.687520,2,60,0,0
1035,9.991784,53.553779,2,30,0,0
1036,9.212252,53.012236,2,50,0,0
1037,10.026149,53.551358,2,50,0,0
1038,11.843544,53.091523,2,70,0,0
1039,10.069387,53.559539,2,50,0,0
1040,13.547303,52.431295,2,50,0,0
1041,11.739840,53.017990,2,70,0,0
1042,9.990751,53.560419,2,50,0,0
1043,9.990961,53.560285,2,50,0,0
1044,12.728179,54.072903,2,60,0,0
1045,12.750049,54.079651,2,80,0,0
1046,13.348094,52.574348,2,50,0,0
1047,10.031401,53.597386,2,50,0,0
1048,10.031515,53.597262,2,50,0,0
1049,13.485894,52.512517,2,50,0,0
1050,13.250267,52.618822,2,60,0,0
1051,13.249346,52.620915,2,60,0,0
1052,13.283006,52.510128,2,50,0,0
1053,13.348459,52.503364,2,50,0,0
1054,13.420496,52.525128,2,50,0,0
1055,13.362264,52.498516,2,30,0,0
1056,13.444921,52.462917,2,50,0,0
1057,12.892780,52.590304,2,70,0,0
1058,8.789702,53.057268,2,50,0,0
1059,9.968371,53.677057,2,30,0,0
1060,8.912528,53.036566,2,120,0,0
1061,10.069250,53.559551,2,50,0,0
1062,12.728869,54.073150,2,60,0,0
1063,9.220693,52.888799,2,70,0,0
1064,9.983868,53.599371,2,50,0,0
1065,10.026619,53.706955,2,60,0,0
1066,10.026305,53.706873,2,60,0,0
1067,10.026403,53.707046,2,50,0,0
1068,10.026475,53.706787,2,50,0,0
1069,8.574098,53.546187,2,50,0,0
1070,9.125008,54.197726,2,50,0,0
1071,9.124447,54.197912,2,50,0,0
1072,9.124114,54.197610,2,50,0,0
1073,9.124597,54.197347,2,50,0,0
1074,10.289081,52.851729,2,50,0,0
1075,9.996538,53.602108,2,50,0,0
1076,10.411923,53.206481,2,70,0,0
1077,13.092451,53.362558,2,0,0,0
1078,13.092451,53.362558,2,0,0,0
1079,13.535035,54.075216,2,50,0,0
1080,13.582303,54.008985,2,100,0,0
1081,9.368471,53.463671,2,50,0,0
1082,8.737786,53.468981,2,50,0,0
1083,9.984497,53.672604,2,50,0,0
1084,13.001914,52.405496,2,50,0,0
1085,13.273568,52.509808,2,50,0,0
1086,11.427121,53.596452,2,50,0,0
1087,11.427554,53.596876,2,50,0,0
1088,13.430452,52.551358,2,50,0,0
1089,13.320831,52.512826,2,50,0,0
1090,13.376562,52.556339,2,50,0,0
1091,13.506766,54.482973,2,50,0,0
1092,9.986981,53.547735,2,50,0,0
1093,9.388514,52.419219,2,50,0,0
1094,9.345124,52.411762,2,50,0,0
1095,9.344898,52.411747,2,50,0,0
1096,9.016218,53.079470,2,50,0,0
1097,8.591010,53.518589,2,50,0,0
1098,10.542511,52.493793,2,50,0,0
1099,10.541367,52.493487,2,50,0,0
1100,10.062068,52.606658,2,50,0,0
1101,9.975643,52.735166,2,70,0,0
1102,9.803079,53.465271,2,50,0,0
1103,10.478177,52.705799,2,70,0,0
1104,9.834571,53.574316,2,50,0,0
1105,9.956041,53.611353,2,50,0,0
1106,13.349085,52.514823,2,50,0,0
1107,9.464319,52.429235,2,50,0,0
1108,12.783152,52.483474,2,0,0,0
1109,10.660411,53.878813,2,50,0,0
1110,12.107838,54.092829,2,50,0,0
1111,11.911812,54.080045,2,50,0,0
1112,11.911812,54.080045,2,50,0,0
1113,13.386605,52.490131,2,50,0,0
1114,13.331140,52.495615,2,50,0,0
1115,13.330955,52.490980,2,50,0,0
1116,13.454881,52.400049,2,50,0,0
1117,13.371585,52.505310,2,50,0,0
1118,13.402911,52.463478,2,50,0,0
1119,12.501335,53.204344,2,50,0,0
1120,13.476156,52.532927,2,50,0,0
1121,11.397958,53.629055,2,50,0,0
1122,13.369732,52.523214,2,50,0,0
1123,9.009271,54.275492,2,100,0,0
1124,9.008995,54.275644,2,100,0,0
1125,10.131650,54.316184,2,30,0,0
1126,10.255144,53.870098,2,50,0,0
1127,10.788490,53.910297,2,70,0,0
1128,12.724520,54.335864,2,80,0,0
1129,12.724520,54.335864,2,80,0,0
1130,9.752940,52.436836,2,50,0,0
1131,9.594463,52.411151,2,50,0,0
1132,13.632456,52.608757,2,50,0,0
1133,13.638761,52.741119,2,70,0,0
1134,13.638178,52.739858,2,70,0,0
1135,9.375173,53.298125,2,50,0,0
1136,9.438539,53.289739,2,70,0,0
1137,9.860413,52.516972,2,70,0,0
1138,9.860413,52.516972,2,70,0,0
1139,8.588689,52.876459,2,70,0,0
1140,9.790926,52.468935,2,50,0,0
1141,9.790926,52.468935,2,0,0,0
1142,13.317015,52.464192,2,30,0,0
1143,10.384632,53.581468,2,50,0,0
1144,12.714961,54.069070,2,60,0,0
1145,9.760097,53.546046,2,50,0,0
1146,13.589670,54.414656,2,70,0,0
1147,13.589670,54.414656,2,70,0,0
1148,9.757122,53.447415,2,50,0,0
1149,9.692458,53.437519,2,50,0,0
1150,10.396764,52.967363,2,100,0,0
1151,10.592115,52.970337,2,50,0,0
1152,10.592350,52.970443,2,50,0,0
1153,10.592278,52.970533,2,50,0,0
1154,10.796928,53.913168,2,70,0,0
1155,9.501619,53.601112,2,50,0,0
1156,9.501560,53.601276,2,50,0,0
1157,13.163940,52.533280,2,50,0,0
1158,13.163923,52.533385,2,50,0,0
1159,13.190178,52.546564,2,50,0,0
1160,13.190173,52.546429,2,50,0,0
1161,11.777316,52.724204,2,50,0,0
1162,11.777316,52.724204,2,50,0,0
1163,9.212934,52.834087,2,70,0,0
1164,13.504335,52.596231,2,50,0,0
1165,12.348279,52.410602,2,50,0,0
1166,12.348279,52.410602,2,50,0,0
1167,13.492269,52.458084,2,50,0,0
1168,13.492265,52.458029,2,50,0,0
1169,9.033690,53.399219,2,50,0,0
1170,13.001617,52.880901,2,50,0,0
1171,13.002213,52.880068,2,50,0,0
1172,10.521577,53.102410,2,50,0,0
1173,10.523606,53.098644,2,50,0,0
1174,11.971941,53.031027,2,70,0,0
1175,13.011022,52.704099,2,0,0,0
1176,12.625286,52.670572,2,80,0,0
1177,8.661452,53.677666,2,70,0,0
1178,8.661452,53.677666,2,70,0,0
1179,9.326166,53.752337,2,50,0,0
1180,13.212155,52.732112,2,120,0,0
1181,12.211908,54.202177,2,50,0,0
1182,12.212011,54.202056,2,50,0,0
1183,12.354520,54.259085,2,60,0,0
1184,12.511370,54.259202,2,70,0,0
1185,12.513422,54.259719,2,70,0,0
1186,9.518869,53.603549,2,50,0,0
1187,9.518869,53.603549,2,50,0,0
1188,12.146325,54.086625,2,30,0,0
1189,12.939655,52.689287,2,50,0,0
1190,10.753647,52.400875,2,0,0,0
1191,11.175076,53.047069,2,50,0,0
1192,11.175076,53.047069,2,50,0,0
1193,10.538013,53.046559,2,30,0,0
1194,10.538096,53.046297,2,30,0,0
1195,10.270598,53.417946,2,50,0,0
